text,iteration_id,whicon_vote,blalib_vote
Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,18,1,2
Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,19,2,2
Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,20,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",1,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",2,2,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",3,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",4,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",5,2,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",6,0,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",7,1,1
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",8,2,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",9,2,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",10,1,1
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",11,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",12,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",13,2,1
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",14,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",15,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",16,1,1
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",17,2,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",18,1,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",19,2,2
"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",20,0,2
"im ,i hate black people and minorities",1,2,2
"im ,i hate black people and minorities",2,2,2
"im ,i hate black people and minorities",3,2,2
"im ,i hate black people and minorities",4,2,2
"im ,i hate black people and minorities",5,2,2
"im ,i hate black people and minorities",6,2,2
"im ,i hate black people and minorities",7,2,2
"im ,i hate black people and minorities",8,2,2
"im ,i hate black people and minorities",9,2,2
"im ,i hate black people and minorities",10,2,2
"im ,i hate black people and minorities",11,2,2
"im ,i hate black people and minorities",12,2,2
"im ,i hate black people and minorities",13,2,2
"im ,i hate black people and minorities",14,2,2
"im ,i hate black people and minorities",15,2,2
"im ,i hate black people and minorities",16,2,2
"im ,i hate black people and minorities",17,2,2
"im ,i hate black people and minorities",18,2,2
"im ,i hate black people and minorities",19,2,2
"im ,i hate black people and minorities",20,2,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",1,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",2,0,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",3,0,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",4,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",5,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",6,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",7,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",8,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",9,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",10,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",11,0,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",12,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",13,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",14,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",15,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",16,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",17,0,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",18,0,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",19,1,2
"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",20,1,2
holy shit i am just getting dunked on by a cripple this is unreal,1,1,1
holy shit i am just getting dunked on by a cripple this is unreal,2,1,1
holy shit i am just getting dunked on by a cripple this is unreal,3,1,1
holy shit i am just getting dunked on by a cripple this is unreal,4,1,1
holy shit i am just getting dunked on by a cripple this is unreal,5,1,1
holy shit i am just getting dunked on by a cripple this is unreal,6,1,1
holy shit i am just getting dunked on by a cripple this is unreal,7,1,1
holy shit i am just getting dunked on by a cripple this is unreal,8,1,2
holy shit i am just getting dunked on by a cripple this is unreal,9,1,1
holy shit i am just getting dunked on by a cripple this is unreal,10,1,2
holy shit i am just getting dunked on by a cripple this is unreal,11,1,1
holy shit i am just getting dunked on by a cripple this is unreal,12,1,1
holy shit i am just getting dunked on by a cripple this is unreal,13,1,1
holy shit i am just getting dunked on by a cripple this is unreal,14,1,1
holy shit i am just getting dunked on by a cripple this is unreal,15,1,1
holy shit i am just getting dunked on by a cripple this is unreal,16,1,1
holy shit i am just getting dunked on by a cripple this is unreal,17,1,1
holy shit i am just getting dunked on by a cripple this is unreal,18,1,1
holy shit i am just getting dunked on by a cripple this is unreal,19,1,1
holy shit i am just getting dunked on by a cripple this is unreal,20,1,1
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",1,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",2,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",3,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",4,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",5,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",6,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",7,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",8,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",9,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",10,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",11,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",12,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",13,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",14,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",15,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",16,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",17,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",18,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",19,1,0
"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",20,1,0
gay people should die,1,2,2
gay people should die,2,2,2
gay people should die,3,2,2
gay people should die,4,2,2
gay people should die,5,2,2
gay people should die,6,2,2
gay people should die,7,2,2
gay people should die,8,2,2
gay people should die,9,2,2
gay people should die,10,2,2
gay people should die,11,2,2
gay people should die,12,2,2
gay people should die,13,2,2
gay people should die,14,2,2
gay people should die,15,2,2
gay people should die,16,2,2
gay people should die,17,2,2
gay people should die,18,2,2
gay people should die,19,2,2
gay people should die,20,2,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",1,1,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",2,2,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",3,1,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",4,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",5,2,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",6,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",7,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",8,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",9,2,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",10,1,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",11,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",12,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",13,2,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",14,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",15,1,1
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",16,1,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",17,1,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",18,2,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",19,1,2
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",20,1,1
i hate jews so much i wish the holocaust actually happened,1,2,2
i hate jews so much i wish the holocaust actually happened,2,2,2
i hate jews so much i wish the holocaust actually happened,3,2,2
i hate jews so much i wish the holocaust actually happened,4,2,2
i hate jews so much i wish the holocaust actually happened,5,2,2
i hate jews so much i wish the holocaust actually happened,6,2,2
i hate jews so much i wish the holocaust actually happened,7,2,2
i hate jews so much i wish the holocaust actually happened,8,2,2
i hate jews so much i wish the holocaust actually happened,9,2,2
i hate jews so much i wish the holocaust actually happened,10,2,2
i hate jews so much i wish the holocaust actually happened,11,2,2
i hate jews so much i wish the holocaust actually happened,12,2,2
i hate jews so much i wish the holocaust actually happened,13,2,2
i hate jews so much i wish the holocaust actually happened,14,2,2
i hate jews so much i wish the holocaust actually happened,15,2,2
i hate jews so much i wish the holocaust actually happened,16,2,2
i hate jews so much i wish the holocaust actually happened,17,2,2
i hate jews so much i wish the holocaust actually happened,18,2,2
i hate jews so much i wish the holocaust actually happened,19,2,2
i hate jews so much i wish the holocaust actually happened,20,2,2
Learn the fucking language you fucking useless immigrant.,1,1,2
Learn the fucking language you fucking useless immigrant.,2,2,2
Learn the fucking language you fucking useless immigrant.,3,1,2
Learn the fucking language you fucking useless immigrant.,4,2,2
Learn the fucking language you fucking useless immigrant.,5,1,2
Learn the fucking language you fucking useless immigrant.,6,2,2
Learn the fucking language you fucking useless immigrant.,7,2,2
Learn the fucking language you fucking useless immigrant.,8,2,2
Learn the fucking language you fucking useless immigrant.,9,1,2
Learn the fucking language you fucking useless immigrant.,10,1,2
Learn the fucking language you fucking useless immigrant.,11,2,2
Learn the fucking language you fucking useless immigrant.,12,1,2
Learn the fucking language you fucking useless immigrant.,13,2,2
Learn the fucking language you fucking useless immigrant.,14,1,2
Learn the fucking language you fucking useless immigrant.,15,1,2
Learn the fucking language you fucking useless immigrant.,16,2,2
Learn the fucking language you fucking useless immigrant.,17,2,2
Learn the fucking language you fucking useless immigrant.,18,2,2
Learn the fucking language you fucking useless immigrant.,19,1,2
Learn the fucking language you fucking useless immigrant.,20,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",1,1,1
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",2,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",3,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",4,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",5,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",6,1,1
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",7,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",8,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",9,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",10,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",11,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",12,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",13,2,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",14,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",15,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",16,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",17,1,1
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",18,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",19,1,2
"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",20,1,2
