prompt_variant,temperature,persona,text,n_valid_llm,llm_entropy,human_entropy,entropy_gap,llm_max_probability,exact_monolith,near_monolith_95
Aggressive,0.0,WC,gay people should die,50,-0.0,0.9466474387740497,-0.9466474387740497,1.0,True,True
Aggressive,0.0,BL,gay people should die,50,-0.0,0.9852281360342515,-0.9852281360342515,1.0,True,True
Aggressive,0.0,WC,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.0,BL,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.954434002924965,-0.954434002924965,1.0,True,True
Aggressive,0.0,WC,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9379626436434423,-0.9379626436434423,1.0,True,True
Aggressive,0.0,BL,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9895875212220556,-0.9895875212220556,1.0,True,True
Aggressive,0.0,WC,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.9090221560878149,-0.9090221560878149,1.0,True,True
Aggressive,0.0,BL,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.0,WC,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.8571484374283715,-0.8571484374283715,1.0,True,True
Aggressive,0.0,BL,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.9967916319816366,-0.9967916319816366,1.0,True,True
Aggressive,0.1,WC,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9997927658541268,-0.9997927658541268,1.0,True,True
Aggressive,0.1,BL,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9774178175281716,-0.9774178175281716,1.0,True,True
Aggressive,0.1,WC,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.985909442028652,-0.985909442028652,1.0,True,True
Aggressive,0.1,BL,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.7918583525674836,-0.7918583525674836,1.0,True,True
Aggressive,0.1,WC,"im ,i hate black people and minorities",50,-0.0,0.9833761901392235,-0.9833761901392235,1.0,True,True
Aggressive,0.1,BL,"im ,i hate black people and minorities",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.1,WC,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.9803775087156907,-0.9803775087156907,1.0,True,True
Aggressive,0.1,BL,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.8865408928220899,-0.8865408928220899,1.0,True,True
Aggressive,0.1,WC,holy shit i am just getting dunked on by a cripple this is unreal,50,-0.0,0.9494520153879484,-0.9494520153879484,1.0,True,True
Aggressive,0.1,BL,holy shit i am just getting dunked on by a cripple this is unreal,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.1,WC,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.9494520153879484,-0.9494520153879484,1.0,True,True
Aggressive,0.1,BL,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.8112781244591328,-0.8112781244591328,1.0,True,True
Aggressive,0.1,WC,gay people should die,50,-0.0,0.9466474387740497,-0.9466474387740497,1.0,True,True
Aggressive,0.1,BL,gay people should die,50,-0.0,0.9852281360342515,-0.9852281360342515,1.0,True,True
Aggressive,0.1,WC,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.1,BL,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.954434002924965,-0.954434002924965,1.0,True,True
Aggressive,0.1,WC,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9379626436434423,-0.9379626436434423,1.0,True,True
Aggressive,0.1,BL,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9895875212220556,-0.9895875212220556,1.0,True,True
Aggressive,0.1,WC,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.9090221560878149,-0.9090221560878149,1.0,True,True
Aggressive,0.1,BL,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.1,WC,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.8571484374283715,-0.8571484374283715,1.0,True,True
Aggressive,0.1,BL,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.9967916319816366,-0.9967916319816366,1.0,True,True
Aggressive,0.2,WC,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9997927658541268,-0.9997927658541268,1.0,True,True
Aggressive,0.2,BL,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9774178175281716,-0.9774178175281716,1.0,True,True
Aggressive,0.2,WC,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.985909442028652,-0.985909442028652,1.0,True,True
Aggressive,0.2,BL,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.7918583525674836,-0.7918583525674836,1.0,True,True
Aggressive,0.2,WC,"im ,i hate black people and minorities",50,-0.0,0.9833761901392235,-0.9833761901392235,1.0,True,True
Aggressive,0.2,BL,"im ,i hate black people and minorities",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.2,WC,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.9803775087156907,-0.9803775087156907,1.0,True,True
Aggressive,0.2,BL,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.8865408928220899,-0.8865408928220899,1.0,True,True
Aggressive,0.2,WC,holy shit i am just getting dunked on by a cripple this is unreal,50,-0.0,0.9494520153879484,-0.9494520153879484,1.0,True,True
Aggressive,0.2,BL,holy shit i am just getting dunked on by a cripple this is unreal,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.2,WC,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.9494520153879484,-0.9494520153879484,1.0,True,True
Aggressive,0.2,BL,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.8112781244591328,-0.8112781244591328,1.0,True,True
Aggressive,0.2,WC,gay people should die,50,-0.0,0.9466474387740497,-0.9466474387740497,1.0,True,True
Aggressive,0.2,BL,gay people should die,50,-0.0,0.9852281360342515,-0.9852281360342515,1.0,True,True
Aggressive,0.2,WC,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.2,BL,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.954434002924965,-0.954434002924965,1.0,True,True
Aggressive,0.2,WC,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9379626436434423,-0.9379626436434423,1.0,True,True
Aggressive,0.2,BL,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9895875212220556,-0.9895875212220556,1.0,True,True
Aggressive,0.2,WC,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.9090221560878149,-0.9090221560878149,1.0,True,True
Aggressive,0.2,BL,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.2,WC,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.8571484374283715,-0.8571484374283715,1.0,True,True
Aggressive,0.2,BL,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.9967916319816366,-0.9967916319816366,1.0,True,True
Aggressive,0.3,WC,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9997927658541268,-0.9997927658541268,1.0,True,True
Aggressive,0.3,BL,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9774178175281716,-0.9774178175281716,1.0,True,True
Aggressive,0.3,WC,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,0.5293608652873644,0.985909442028652,-0.4565485767412877,0.88,False,False
Aggressive,0.3,BL,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.7918583525674836,-0.7918583525674836,1.0,True,True
Aggressive,0.3,WC,"im ,i hate black people and minorities",50,-0.0,0.9833761901392235,-0.9833761901392235,1.0,True,True
Aggressive,0.3,BL,"im ,i hate black people and minorities",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.3,WC,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.9803775087156907,-0.9803775087156907,1.0,True,True
Aggressive,0.3,BL,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.8865408928220899,-0.8865408928220899,1.0,True,True
Aggressive,0.3,WC,holy shit i am just getting dunked on by a cripple this is unreal,50,0.7601675029619657,0.9494520153879484,-0.18928451242598276,0.78,False,False
Aggressive,0.3,BL,holy shit i am just getting dunked on by a cripple this is unreal,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.3,WC,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.9494520153879484,-0.9494520153879484,1.0,True,True
Aggressive,0.3,BL,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.8112781244591328,-0.8112781244591328,1.0,True,True
Aggressive,0.3,WC,gay people should die,50,-0.0,0.9466474387740497,-0.9466474387740497,1.0,True,True
Aggressive,0.3,BL,gay people should die,50,-0.0,0.9852281360342515,-0.9852281360342515,1.0,True,True
Aggressive,0.3,WC,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.3,BL,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.954434002924965,-0.954434002924965,1.0,True,True
Aggressive,0.3,WC,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9379626436434423,-0.9379626436434423,1.0,True,True
Aggressive,0.3,BL,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9895875212220556,-0.9895875212220556,1.0,True,True
Aggressive,0.3,WC,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.9090221560878149,-0.9090221560878149,1.0,True,True
Aggressive,0.3,BL,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.3,WC,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.8571484374283715,-0.8571484374283715,1.0,True,True
Aggressive,0.3,BL,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.9967916319816366,-0.9967916319816366,1.0,True,True
Aggressive,0.4,WC,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9997927658541268,-0.9997927658541268,1.0,True,True
Aggressive,0.4,BL,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9774178175281716,-0.9774178175281716,1.0,True,True
Aggressive,0.4,WC,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,0.7950402793845223,0.985909442028652,-0.1908691626441298,0.76,False,False
Aggressive,0.4,BL,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.7918583525674836,-0.7918583525674836,1.0,True,True
Aggressive,0.4,WC,"im ,i hate black people and minorities",50,-0.0,0.9833761901392235,-0.9833761901392235,1.0,True,True
Aggressive,0.4,BL,"im ,i hate black people and minorities",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.4,WC,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.9803775087156907,-0.9803775087156907,1.0,True,True
Aggressive,0.4,BL,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.8865408928220899,-0.8865408928220899,1.0,True,True
Aggressive,0.4,WC,holy shit i am just getting dunked on by a cripple this is unreal,50,0.9426831892554922,0.9494520153879484,-0.006768826132456218,0.64,False,False
Aggressive,0.4,BL,holy shit i am just getting dunked on by a cripple this is unreal,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.4,WC,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.9494520153879484,-0.9494520153879484,1.0,True,True
Aggressive,0.4,BL,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.8112781244591328,-0.8112781244591328,1.0,True,True
Aggressive,0.4,WC,gay people should die,50,-0.0,0.9466474387740497,-0.9466474387740497,1.0,True,True
Aggressive,0.4,BL,gay people should die,50,-0.0,0.9852281360342515,-0.9852281360342515,1.0,True,True
Aggressive,0.4,WC,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.4,BL,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.954434002924965,-0.954434002924965,1.0,True,True
Aggressive,0.4,WC,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9379626436434423,-0.9379626436434423,1.0,True,True
Aggressive,0.4,BL,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9895875212220556,-0.9895875212220556,1.0,True,True
Aggressive,0.4,WC,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.9090221560878149,-0.9090221560878149,1.0,True,True
Aggressive,0.4,BL,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.4,WC,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.8571484374283715,-0.8571484374283715,1.0,True,True
Aggressive,0.4,BL,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.9967916319816366,-0.9967916319816366,1.0,True,True
Aggressive,0.5,WC,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9997927658541268,-0.9997927658541268,1.0,True,True
Aggressive,0.5,BL,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9774178175281716,-0.9774178175281716,1.0,True,True
Aggressive,0.5,WC,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,0.7950402793845223,0.985909442028652,-0.1908691626441298,0.76,False,False
Aggressive,0.5,BL,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.7918583525674836,-0.7918583525674836,1.0,True,True
Aggressive,0.5,WC,"im ,i hate black people and minorities",50,-0.0,0.9833761901392235,-0.9833761901392235,1.0,True,True
Aggressive,0.5,BL,"im ,i hate black people and minorities",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.5,WC,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.9803775087156907,-0.9803775087156907,1.0,True,True
Aggressive,0.5,BL,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.8865408928220899,-0.8865408928220899,1.0,True,True
Aggressive,0.5,WC,holy shit i am just getting dunked on by a cripple this is unreal,50,0.9814538950336537,0.9494520153879484,0.03200187964570522,0.58,False,False
Aggressive,0.5,BL,holy shit i am just getting dunked on by a cripple this is unreal,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.5,WC,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.9494520153879484,-0.9494520153879484,1.0,True,True
Aggressive,0.5,BL,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.",50,-0.0,0.8112781244591328,-0.8112781244591328,1.0,True,True
Aggressive,0.5,WC,gay people should die,50,-0.0,0.9466474387740497,-0.9466474387740497,1.0,True,True
Aggressive,0.5,BL,gay people should die,50,-0.0,0.9852281360342515,-0.9852281360342515,1.0,True,True
Aggressive,0.5,WC,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.5,BL,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.",50,-0.0,0.954434002924965,-0.954434002924965,1.0,True,True
Aggressive,0.5,WC,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9379626436434423,-0.9379626436434423,1.0,True,True
Aggressive,0.5,BL,i hate jews so much i wish the holocaust actually happened,50,-0.0,0.9895875212220556,-0.9895875212220556,1.0,True,True
Aggressive,0.5,WC,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.9090221560878149,-0.9090221560878149,1.0,True,True
Aggressive,0.5,BL,Learn the fucking language you fucking useless immigrant.,50,-0.0,0.8812908992306927,-0.8812908992306927,1.0,True,True
Aggressive,0.5,WC,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.8571484374283715,-0.8571484374283715,1.0,True,True
Aggressive,0.5,BL,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍",50,-0.0,0.9967916319816366,-0.9967916319816366,1.0,True,True
Aggressive,0.6,WC,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9997927658541268,-0.9997927658541268,1.0,True,True
Aggressive,0.6,BL,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,50,-0.0,0.9774178175281716,-0.9774178175281716,1.0,True,True
Aggressive,0.6,WC,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,0.9043814577244937,0.985909442028652,-0.08152798430415831,0.68,False,False
Aggressive,0.6,BL,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…",50,-0.0,0.7918583525674836,-0.7918583525674836,1.0,True,True
Aggressive,0.6,WC,"im ,i hate black people and minorities",50,-0.0,0.9833761901392235,-0.9833761901392235,1.0,True,True
Aggressive,0.6,BL,"im ,i hate black people and minorities",50,-0.0,0.9456603046006401,-0.9456603046006401,1.0,True,True
Aggressive,0.6,WC,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",50,-0.0,0.9803775087156907,-0.9803775087156907,1.0,True,True
